"","beername","review","language"
"11656","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle sampled. Pours a hazy gold color with a small white head.Aroma of citrus, grass, yeast, malts, and some floral notes. Flavor is full bodied and smooth with caramel, wheat, yeast, alcohol, and a hint of honey with","english"
"11657","Goose Island 1800 Demolition Ale (Strong Golden)","In short: A soft (too soft) and fruity (pears mainly) Belgian blonde ale.  Bland.","english"
"11658","Goose Island 1800 Demolition Ale (Strong Golden)","Citriusy nose, mostly orange.  Hops are present slightly in the nose and the mouth, but no bitterness.  Good, but ho-hum","english"
"11659","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle.  Pours a nice cloudy copper with a small and quickly dissolving head.  Aromas of strong citrusy hop spice.  Tongue of nice biting hops with an understated sweet butterscotch flavor.  Pretty good, but not as good","english"
"11660","Goose Island 1800 Demolition Ale (Strong Golden)","Pours out an orange hued gold color with tiny remnants of a head. Aroma is of citrus, yeast and slight spice. Taste is well balanced, lemon/citrus zest, slight hop, spice and some yeast on the finish. Thanks to Dec 06’s","english"
"11661","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz - Pours a cloudy golden/yellowish with no head.  (Thought it would be as heady as Matilda)  Aroma is hops, malts, and slight citrus.  Taste is hops, malt, citrus, caramel, and very yeasty.  Beer’s pretty good, price is not.","english"
"11662","Goose Island 1800 Demolition Ale (Strong Golden)","Interesting aroma and that distinct Belgian flavor.  Although I liked it, for the price, I would just buy Belgian though.","english"
"11663","Goose Island 1800 Demolition Ale (Strong Golden)","Poured a cloudy golden color with little to no head.  Had a floral and citrus aroma.  Nice orange and pinneapple palate with some sweet malts thrown in for balance.  Nice finish","english"
"11664","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz bottle-Trade w/Acknud.  Orange color w/no head. Floral hop aroma. This one was a little cold w/I poured it & I didn’t think much of it on the first drink, but it really developed some nice flavor as it warmed. Traces of","english"
"11665","Goose Island 1800 Demolition Ale (Strong Golden)","For a ""hoppy"" beer this one is very unique.  The traditional hop flavors are absent and such flavors as resin, sugar, and bread are found.  Ok, how can I taste caramel with in such a hopped beer?  The aftertaste is honey.","english"
"11666","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz. bottle, at least 6 months old.  Poured hazy gold, dirty in color ;-) with almost no head.  The aroma is of grapefruit, orange and pine, quite nice.  Palate is full-bodied, slightly creamy, but still clean and smooth.  Tastes","english"
"11667","Goose Island 1800 Demolition Ale (Strong Golden)","Sweet and sour aroma, some orange.  Some bready notes as well.  Deep yellow, translucent.  No head, decent lacing.  Spicy taste, lots of hops.  Almost too bitter in the finish.  Mouthfeel is alright, clean and smooth.","english"
"11668","Goose Island 1800 Demolition Ale (Strong Golden)","Pours a hazy gold with a small head. Sweet nutty with pepper overtones. Finishes with a slight bitter spicyness. Nice offering by GI","english"
"11669","Goose Island 1800 Demolition Ale (Strong Golden)","Poured a translucent straw gold with zero head.  Smells of citrus and slight yeast and straw.  Flavor is yeasty with a different type of malt flavor, candy like sugar and mild citrus fruit.  Finish is smooth and not at all bitter.","english"
"11670","Goose Island 1800 Demolition Ale (Strong Golden)","bottle - Pours hazy gold with a two finger, white head.  It smells of citrus, Belgian yeast, and ample hops.  The flavor is definitely led by the hops though the sweetness of a Belgian ale lurks in the background.  This","english"
"11671","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz. 2006 bottle: Pours a hazy golden color with a medium size frothy off-white head that diminishes rather quickly into nice lacing. Aroma is citrusy, with hints of honey and grass. Spicy flavor is sweet and bold with","english"
"11672","Goose Island 1800 Demolition Ale (Strong Golden)","12 oz bootle. Is golden and hazy nice frothy white head.  Slight sweetness of bread yeast, quickly makes way for the hop spiciness with an exotic complex yeasty finishand pungeant bittering","english"
"11673","Goose Island 1800 Demolition Ale (Strong Golden)","Name: 1800 Demolition Ale (Strong Golden)

Date: 06/03/2006","english"
"11674","Goose Island 1800 Demolition Ale (Strong Golden)","350 ml bottle mail order from archer liquors.  Hazy orange amber with a fizzy white head.  Bready aroma.  Interesting hoppy almost tobacco like taste.","english"
"11675","Goose Island 1800 Demolition Ale (Strong Golden)","the aroma reminds me of fresh baked bread straight from the oven. slight bitterness on the front that fades to sweet yeasty finish with a hint of banana. i really enjoyed this beer. nothing too overwhelming","english"
"11676","Goose Island 1800 Demolition Ale (Strong Golden)","Pours hazy orangish golden with a fully receding off-white head. Aroma of oranges, sweet citric hops,","english"
"11677","Goose Island 1800 Demolition Ale (Strong Golden)","Pours golden color with a minimal white head.  Aroma of malts and yeast.  Good malt and yeast flavor with a good amount of hops.  A solid Belgian, but definitly not a great one.","english"
"11679","Goose Island 1800 Demolition Ale (Strong Golden)","Big grassy malty nose, Saaz, Belgian yeast, caramel and bread. Clear orange with medium carbonation, some lacing. Flavor leans towards the hop but a nice malty sweetness is there as well. Aftertaste is dry and","english"
"11680","Goose Island 1800 Demolition Ale (Strong Golden)","poured into a tulip.  pours a cloudy golden amber with mild frothy white head that stays.  fresh bananna yeasty aroma, with some pinapple citruss ascents.  a mild beer, not too afronted, with a initial yeastie fruity","english"
"11681","Goose Island 1800 Demolition Ale (Strong Golden)","12oz bottle, courtesy of a trade from a while ago...  Pours a clear, medium honey-orange color; off-white head with patchy lacing.  Pleasant, candy sugar and doughy aroma; sweet and slightly fruity.  Medium-to-full","english"
"11682","Goose Island 1800 Demolition Ale (Strong Golden)","Cloudy orange with good creamy, off-white head / Simple, sweet malt nose / Medium, malty body with strong hops underneath / Sweet, malty flavors of orange, raisin, and honey, with pronounced pine finish / Well made but","english"
"11683","Goose Island 1800 Demolition Ale (Strong Golden)","Sample @ EBF, 2/2007.  Pours an orange color with an off-white head.  Aroma is malt with a definite pilsner/hop characteristic toward the end.  Taste is sweet, with hints of yeast and caramel toward the end.  Very","english"
"11684","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle.  Big malty nose with funky Saaz (how I miss thee!) and vaguely Belgian yeast.  Caramel and bread.  Clear orange with medium carbonation and a soapy beige head.  Aftertaste is dry and yeasty.  Relatively strong","english"
"11685","Goose Island 1800 Demolition Ale (Strong Golden)","Smells grassy, citrusy...and...oddly like coca cola to me for some reason.  Dark, clearish yellow color.  Very thin white head.  Biting fizz initial giving way to citrus hops that abruptly turn to bitter earthy tones in the finish.","english"
"11686","Goose Island 1800 Demolition Ale (Strong Golden)","Bottled. Dark golden and orange in colour with a rather small head. Somewhat sweet but very well balanced with notes of grapefruit,citrus, yeast, caramel, grass and also has a hoppy and dry finish.","english"
"11687","Goose Island 1800 Demolition Ale (Strong Golden)","Bottle poured into a Trappist glass.  Pours yellow/orange with a small white head which fades to a spotty film on top of the beer with spotty lacing.  The aroma is slightly malty, hits of bread.  The flavor is very nice,","english"
"11688","Goose Island 1800 Demolition Ale (Strong Golden)","pours clear golden color, moderate head. sweet, yeasty with citrus and lemon tones, alcohol taste. finishes dry with grassy hops.","english"
"11689","Goose Island 1800 Demolition Ale (Strong Golden)","2006 bottle.  Pours a rather clear orangy gold with a dense white head, thinning rappidly.   The nose is sweet with malt.  Herbal to grassy to lightly peppery hops over a bit of a fruity subtext.  A creamy though slightly","english"
"11690","Goose Island 1800 Demolition Ale (Strong Golden)","2006 vintage. Bottle.  Hazy golden with very little head.  Aroma is sweet with hint of grassy hops.  Initial sweetness followed by moderate bitter aftertaste.  An OK brew.","english"
"11691","Goose Island 1800 Demolition Ale (Strong Golden)","Fairly bland aroma and beginning, but nice hop bitterness to finish. Cloudy yellow color, with less head than most Belgians.","english"
"11692","Goose Island 1800 Demolition Ale (Strong Golden)","Nice summer brew with perfect hop bitterness. Big upside suprise here. Probably a 2 year old bortte to. Fridge kept though.","english"
"11693","Goose Island 1800 Demolition Ale (Strong Golden)","2007 Bottle from Eithcubes - Thanks!  Poured a vibrant golden color with a light haze.  Smaller white head and nice lacing.  Nose is faint of maltiness and citrus.  Flavor is more citrus and lemony tones.  Good amount of","english"
"11694","Goose Island 1800 Demolition Ale (Strong Golden)","2007 bottle...pretty lackluster...a nice cloudy orange body that is not complemented by either the nose or the tongue...smells like every other goose beer and tastes like lemon juice, saltine crackers, spice, and","english"
"11695","Goose Island 1800 Demolition Ale (Strong Golden)","A bit too biter for a golden ale in my eyes. It is a ""nice"" beer but nothing that really grabbed me.","english"
"11696","Goose Island 1800 Demolition Ale (Strong Golden)","2006 vintage.  Pours a hazy, thick, nearly opaque peachy-orange with little head that quickly recedes.  The aroma is very sweet, pure candied fruits, honey and carmelized sugar and grassy, citrusy hops.  Flavor is","english"
"11697","Goose Island 1800 Demolition Ale (Strong Golden)","Pours a hazed golden/straw. No head. Nose is mild orange citrus with a slight sweet edge. Flavor is mild but full and stays even. Sweet from sugar, yes. But there is also an edge of earth that steps in. It takes a very long","english"
"11698","Goose Island 1800 Demolition Ale (Strong Golden)","Poured from a 12oz bottle into a tumbler.  This ale poured a slightly hazy golden copper color with a minimal light tan head that faded away very fast.  No lacing.  The aroma has notes of toffee and orange along with","english"
"11699","Goose Island 1800 Demolition Ale (Strong Golden)","Pours opaque tangerine color, and the white head fades away. Big nose of honey and oranges reminds me of De Dolle. Sweetish flavor, with honey, caramel, oranges and other citrus. Light bitterness fails to balance that","english"
